Relation type to GLP-1 RA,Entity type,,,,Nodes (Entity type)
RESULTED_FROM, Shot_0.25,,,,
RESULTED_FROM, Weight_Loss,,,,
RESULTED_FROM, Shot_0.25,,,,
RESULTED_FROM, Weight_Loss,,,,
RESULTED_IN, Weight Loss,,,,
RESULTED_IN, 13_Pounds,,,,
RESULTED_IN, 40 Lbs,,,,
RESULTED_IN, 0.25 Mg Injection,,,,
RESULTED_IN, Weight_Gain,,,,
RESULTED_IN, 30Kg Weight Loss,,,,
RESULTED_IN, Success,,,,
RESULTED_IN, Cancerous Tumor,,,,
RESULTED_IN, Perfect Blood Sugar,,,,
RESULTED_IN, Weight Loss,,,,
RESULTED_IN, 13_Pounds,,,,
RESULTED_IN, 40 Lbs,,,,
RESULTED_IN, 0.25 Mg Injection,,,,
RESULTED_IN, Weight_Gain,,,,
RESULTED_IN, 30Kg Weight Loss,,,,
RESULTED_IN, Success,,,,
RESULTED_IN, Cancerous Tumor,,,,
RESULTED_IN, Perfect Blood Sugar,,,,
RESULTS, 30 Pounds,,,,
RESULTS, 35 Pounds,,,,
RESULTS, Weight_Loss,,,,
RESULTS, 30 Pounds,,,,
RESULTS, 35 Pounds,,,,
RESULTS, Weight_Loss,,,,
RESULTS_FROM, Weight_Loss_Shot,,,,
RESULTS_FROM, Weight_Loss_Shot,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, 15 Lbs,,,,
RESULTS_IN, Weightloss,,,,
RESULTS_IN, 30 Pounds,,,,
RESULTS_IN, 10 Lbs,,,,
RESULTS_IN, Symptoms,,,,
RESULTS_IN, 40Lbs Weight Loss,,,,
RESULTS_IN, 17 Pounds,,,,
RESULTS_IN, 15 Pounds,,,,
RESULTS_IN, 15 Lbs,,,,
RESULTS_IN, 20Kg,,,,
RESULTS_IN, Misery,,,,
RESULTS_IN, 30 Lbs,,,,
RESULTS_IN, 20Lbs,,,,
RESULTS_IN, 8 Lbs,,,,
RESULTS_IN, 40 Pounds,,,,
RESULTS_IN, 90Kg,,,,
RESULTS_IN, 15Kg,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 27 Pounds,,,,
RESULTS_IN, 10Kg,,,,
RESULTS_IN, 270Lbs,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, Illness,,,,
RESULTS_IN, 4 Lbs,,,,
RESULTS_IN, Weight Gain 53Lbs,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 30Lbs,,,,
RESULTS_IN, A1C Results,,,,
RESULTS_IN, Icu,,,,
RESULTS_IN, 144.4 Kg,,,,
RESULTS_IN, 144.0 Kg,,,,
RESULTS_IN, 142.2 Kg,,,,
RESULTS_IN, 140.2 Kg,,,,
RESULTS_IN, 139.8 Kg,,,,
RESULTS_IN, 138.4 Kg,,,,
RESULTS_IN, 137.4 Kg,,,,
RESULTS_IN, 135.4 Kg,,,,
RESULTS_IN, 133.1 Kg,,,,
RESULTS_IN, 131.9 Kg,,,,
RESULTS_IN, 131.8 Kg,,,,
RESULTS_IN, 130.7 Kg,,,,
USED_IN, Walking,,,,
RESULTS_IN, 129.3 Kg,,,,
RESULTS_IN, 127.8 Kg,,,,
RESULTS_IN, 125.1 Kg,,,,
RESULTS_IN, 124.3 Kg,,,,
RESULTS_IN, 123.9 Kg,,,,
RESULTS_IN, 121.5 Kg,,,,
RESULTS_IN, 121.3 Kg,,,,
RESULTS_IN, 120.4 Kg,,,,
RESULTS_IN, 118.7 Kg,,,,
RESULTS_IN, 117.8 Kg,,,,
RESULTS_IN, 117.0 Kg,,,,
RESULTS_IN, 115.6 Kg,,,,
RESULTS_IN, 115.2 Kg,,,,
RESULTS_IN, 113.7 Kg,,,,
RESULTS_IN, 112.7 Kg,,,,
RESULTS_IN, 112.4 Kg,,,,
RESULTS_IN, 110.8 Kg,,,,
RESULTS_IN, 110.1 Kg,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, 108.5 Kg,,,,
RESULTS_IN, 108.4 Kg,,,,
RESULTS_IN, 106.6 Kg,,,,
RESULTS_IN, 105.2 Kg,,,,
RESULTS_IN, 104.5 Kg,,,,
RESULTS_IN, 103.1 Kg,,,,
RESULTS_IN, 102.2 Kg,,,,
RESULTS_IN, 102.0 Kg,,,,
RESULTS_IN, 101.1 Kg,,,,
RESULTS_IN, 99.2 Kg,,,,
RESULTS_IN, 98.2 Kg,,,,
RESULTS_IN, 98.1 Kg,,,,
RESULTS_IN, 97.5 Kg,,,,
RESULTS_IN, 96.3 Kg,,,,
RESULTS_IN, 95.6 Kg,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, 48.8 Kg,,,,
RESULTS_IN, 107.5 Pounds,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, Medical Insurance,,,,
RESULTS_IN, Health Insurance Loss,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 30 Pounds,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, 15 Lbs,,,,
RESULTS_IN, Weightloss,,,,
RESULTS_IN, 30 Pounds,,,,
RESULTS_IN, 10 Lbs,,,,
RESULTS_IN, Symptoms,,,,
RESULTS_IN, 40Lbs Weight Loss,,,,
RESULTS_IN, 17 Pounds,,,,
RESULTS_IN, 15 Pounds,,,,
RESULTS_IN, 15 Lbs,,,,
RESULTS_IN, 20Kg,,,,
RESULTS_IN, Misery,,,,
RESULTS_IN, 30 Lbs,,,,
RESULTS_IN, 20Lbs,,,,
RESULTS_IN, 8 Lbs,,,,
RESULTS_IN, 40 Pounds,,,,
RESULTS_IN, 90Kg,,,,
RESULTS_IN, 15Kg,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 27 Pounds,,,,
RESULTS_IN, 10Kg,,,,
RESULTS_IN, 270Lbs,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, Illness,,,,
RESULTS_IN, 4 Lbs,,,,
RESULTS_IN, Weight Gain 53Lbs,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 30Lbs,,,,
RESULTS_IN, A1C Results,,,,
RESULTS_IN, Icu,,,,
RESULTS_IN, 144.4 Kg,,,,
RESULTS_IN, 144.0 Kg,,,,
RESULTS_IN, 142.2 Kg,,,,
RESULTS_IN, 140.2 Kg,,,,
RESULTS_IN, 139.8 Kg,,,,
RESULTS_IN, 138.4 Kg,,,,
RESULTS_IN, 137.4 Kg,,,,
RESULTS_IN, 135.4 Kg,,,,
RESULTS_IN, 133.1 Kg,,,,
RESULTS_IN, 131.9 Kg,,,,
RESULTS_IN, 131.8 Kg,,,,
RESULTS_IN, 130.7 Kg,,,,
RESULTS_IN, 129.3 Kg,,,,
RESULTS_IN, 127.8 Kg,,,,
RESULTS_IN, 125.1 Kg,,,,
RESULTS_IN, 124.3 Kg,,,,
RESULTS_IN, 123.9 Kg,,,,
RESULTS_IN, 121.5 Kg,,,,
RESULTS_IN, 121.3 Kg,,,,
RESULTS_IN, 120.4 Kg,,,,
RESULTS_IN, 118.7 Kg,,,,
RESULTS_IN, 117.8 Kg,,,,
RESULTS_IN, 117.0 Kg,,,,
RESULTS_IN, 115.6 Kg,,,,
RESULTS_IN, 115.2 Kg,,,,
RESULTS_IN, 113.7 Kg,,,,
RESULTS_IN, 112.7 Kg,,,,
RESULTS_IN, 112.4 Kg,,,,
RESULTS_IN, 110.8 Kg,,,,
RESULTS_IN, 110.1 Kg,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, 108.5 Kg,,,,
RESULTS_IN, 108.4 Kg,,,,
RESULTS_IN, 106.6 Kg,,,,
RESULTS_IN, 105.2 Kg,,,,
RESULTS_IN, 104.5 Kg,,,,
RESULTS_IN, 103.1 Kg,,,,
RESULTS_IN, 102.2 Kg,,,,
RESULTS_IN, 102.0 Kg,,,,
RESULTS_IN, 101.1 Kg,,,,
RESULTS_IN, 99.2 Kg,,,,
RESULTS_IN, 98.2 Kg,,,,
RESULTS_IN, 98.1 Kg,,,,
RESULTS_IN, 97.5 Kg,,,,
RESULTS_IN, 96.3 Kg,,,,
RESULTS_IN, 95.6 Kg,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, 48.8 Kg,,,,
RESULTS_IN, 107.5 Pounds,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight After Stopping Ozempic,,,,
RESULTS_IN, Weight_Loss,,,,
RESULTS_IN, Medical Insurance,,,,
RESULTS_IN, Health Insurance Loss,,,,
RESULTS_IN, Weight Loss,,,,
RESULTS_IN, 30 Pounds,,,,
RETURN, Oz,,,,
RETURN, Oz,,,,
RETURN_TO, Doctor,,,,
RETURN_TO, Doctor,,,,
RETURNED_TO, Ozempic,,,,
RETURNED_TO, Ozempic,,,,
REVEALED,0.1,,,,
REVEALED,0.1,,,,
REVERSED_BY, Weight Gain,,,,
REVERSED_BY, Weight Gain,,,,
REVERSES, Weight Gain,,,,
REVERSES, Weight Gain,,,,
REVISED_END, December,,,,
REVISED_END, December,,,,
RISK_FACTOR, Covid,,,,
RISK_FACTOR, Covid,,,,
RISK_FACTOR, Covid,,,,
RISK_FACTOR, Covid,,,,
SAVES_LIVES, People,,,,
SAVES_LIVES, People,,,,
SCHEDULED_VISIT, July,,,,
SCHEDULED_VISIT, July,,,,
SECOND_OPINION, Medications,,,,
SECOND_OPINION, Medications,,,,
SEE, Update,,,,
SEE, Endo,,,,
SEE, Update,,,,
SEE, Endo,,,,
SEEING, Primary Care Physician,,,,
SEEING, Primary Care Physician,,,,
SEEKING, Success Stories,,,,
SEEKING, Advice,,,,
SEEKING, Success Stories,,,,
SEEKING, Advice,,,,
SEEKING_ADVICE_FROM, Doctor,,,,
SEEKING_ADVICE_FROM, Doctor,,,,
SEEKS, Advice,,,,
SEEKS, Advice,,,,
SELLS, Ozempic,,,,
SELLS, Ozempic,,,,
SELLS, Ozempic,,,,
SELLS, Ozempic,,,,
SEQUENCE, Transatlantic Flight,,,,
SEQUENCE, Transatlantic Flight,,,,
SHARED, Experience,,,,
SHARED, Experience,,,,
SHARED_INFO, Weight Loss,,,,
SHARED_INFO, Weight Loss,,,,
SHIPPED_ON,1/4/23,,,,
SHIPPED_ON,1/4/23,,,,
SHORT_TERM_USE, Baby Planning,,,,
SHORT_TERM_USE, Baby Planning,,,,
SIDE_EFFECT, Fatigue,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Oz,,,,
SIDE_EFFECT, Nausea,,,,
SIDE_EFFECT, Vomiting,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Oz,,,,
SIDE_EFFECT, Fatigue,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Oz,,,,
SIDE_EFFECT, Nausea,,,,
SIDE_EFFECT, Vomiting,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Ozempic,,,,
SIDE_EFFECT, Oz,,,,
SIGNED_DENIAL, Pharmacist,,,,
SIGNED_DENIAL, Pharmacist,,,,
SIMILAR_TO, Vertigo,,,,
SIMILAR_TO, Medication,,,,
SIMILAR_TO, Gallbladder Attack,,,,
SIMILAR_TO, Vertigo,,,,
SIMILAR_TO, Medication,,,,
SIMILAR_TO, Gallbladder Attack,,,,
SKIPPED, 0.25Mg,,,,
SKIPPED, Update,,,,
SKIPPED, 0.25Mg,,,,
SKIPPED, Update,,,,
SOOTHES, Nausea,,,,
SOOTHES, Nausea,,,,
SOOTHES, Nausea,,,,
SOOTHES, Nausea,,,,
SOURCED_FROM, Ozempic,,,,
SOURCED_FROM, Ozempic,,,,
START_AGAIN, Ozempic,,,,
START_AGAIN, Ozempic,,,,
START_DATE, June,,,,
START_DATE,November 21,,,,
START_DATE, June,,,,
START_DATE,November 21,,,,
START_OVER, O,,,,
START_OVER, Progress,,,,
START_OVER, O,,,,
START_OVER, Progress,,,,
START_WEIGHT, 161 Pounds,,,,
START_WEIGHT, 400 Pounds,,,,
START_WEIGHT,212,,,,
START_WEIGHT, 161 Pounds,,,,
START_WEIGHT, 400 Pounds,,,,
START_WEIGHT,212,,,,
STARTED, November,,,,
STARTED, February,,,,
STARTED,September 2021,,,,
STARTED,February 2022,,,,
STARTED,June 2022,,,,
STARTED,July 2022,,,,
STARTED, Ozempic,,,,
17 Lbs,USED_FOR,,,,
STARTED, New_Job,,,,
STARTED, Wellbutrin,,,,
STARTED, Ozempic,,,,
STARTED, Diarrhea,,,,
STARTED, Ozempic,,,,
STARTED, Ozempic,,,,
STARTED, Ozempic 0.25Mg,,,,
STARTED, Ozempic,,,,
STARTED, 0.25 Dosage,,,,
STARTED, Ozempic,,,,
STARTED, November,,,,
STARTED, February,,,,
STARTED,September 2021,,,,
STARTED,February 2022,,,,
STARTED,June 2022,,,,
STARTED,July 2022,,,,
STARTED, Ozempic,,,,
STARTED, New_Job,,,,
STARTED, Wellbutrin,,,,
STARTED, Ozempic,,,,
STARTED, Diarrhea,,,,
STARTED, Ozempic,,,,
STARTED, Ozempic,,,,
STARTED, Ozempic 0.25Mg,,,,
STARTED, Ozempic,,,,
STARTED, 0.25 Dosage,,,,
STARTED, Ozempic,,,,
STARTED_ACTIVITY, Resistance Training Program,,,,
STARTED_ACTIVITY, Resistance Training Program,,,,
STARTED_AFTER, First Child,,,,
STARTED_AFTER, First Child,,,,
STARTED_AT,204,,,,
STARTED_AT,19,,,,
STARTED_AT, Ozempic,,,,
STARTED_AT, 5'4/221 Lbs,,,,
STARTED_AT,204,,,,
STARTED_AT,19,,,,
STARTED_AT, Ozempic,,,,
STARTED_AT, 5'4/221 Lbs,,,,
STARTED_DIET, Keto,,,,
STARTED_DIET, Keto,,,,
STARTED_EATING_MORE,November 2022,,,,
STARTED_EATING_MORE,November 2022,,,,
STARTED_IN, April/May,,,,
STARTED_IN, April/May,,,,
STARTED_ON,0.25,,,,
STARTED_ON,October 21,,,,
STARTED_ON, August_7,,,,
STARTED_ON, November 29Th 2021,,,,
STARTED_ON, August 24Th,,,,
STARTED_ON,0.25,,,,
STARTED_ON,October 21,,,,
STARTED_ON, August_7,,,,
STARTED_ON, November 29Th 2021,,,,
STARTED_ON, August 24Th,,,,
INCREASED_TO, Ozempic 0.5Mg,,,,
STARTED_TAKING, Ozempic,,,,
STARTED_TAKING, Ozempic,,,,
STARTED_TREATMENT, Ozempic,,,,
STARTED_TREATMENT, Ozempic,,,,
STARTED_WITH, 0.25Ml Dose,,,,
STARTED_WITH, Metformin,,,,
STARTED_WITH, 0.5Ml Dose,,,,
STARTED_WITH, 0.25Ml Dose,,,,
STARTED_WITH, Metformin,,,,
STARTED_WITH, 0.5Ml Dose,,,,
STARTED_WORKING_AND_SCHOOL,2018,,,,
STARTED_WORKING_AND_SCHOOL,2018,,,,
STARTING_DOSE, .5 Dose,,,,
STARTING_DOSE, .5 Dose,,,,
STARTING_WEIGHT, 188 Pounds,,,,
STARTING_WEIGHT, Starting Wt 212,,,,
STARTING_WEIGHT, Starting Weight,,,,
STARTING_WEIGHT, 158 Lbs,,,,
STARTING_WEIGHT,230,,,,
STARTING_WEIGHT, 188 Pounds,,,,
STARTING_WEIGHT, Starting Wt 212,,,,
STARTING_WEIGHT, Starting Weight,,,,
STARTING_WEIGHT, 158 Lbs,,,,
STARTING_WEIGHT,230,,,,
STARTING_WEIGHT_LOSS, 34Lbs,,,,
STARTING_WEIGHT_LOSS, 34Lbs,,,,
STARTS_WITH, 1Mg,,,,
STARTS_WITH, 1Mg,,,,
STATUS, Sold Out,,,,
STATUS, Sold Out,,,,
STILL_PRESENT, Numbness And Dizziness,,,,
STILL_PRESENT, Numbness And Dizziness,,,,
STIMULATES, Pancreas,,,,
STIMULATES, Pancreas,,,,
STOCK_DELAY, Unknown Period,,,,
STOCK_DELAY, Unknown Period,,,,
STOCK_IN, Brisbane,,,,
STOCK_IN, Brisbane,,,,
STOCK_IN, Brisbane,,,,
STOCK_IN, Brisbane,,,,
STOCK_OF, 1_Mg_Dose,,,,
STOCK_OF, 1_Mg_Dose,,,,
STOCKS, Ozempic,,,,
STOCKS, Ozempic,,,,
STOP_DATE, June,,,,
STOP_DATE, June,,,,
STOP_TAKING, Children,,,,
STOP_TAKING, Children,,,,
STOP_TAKING_IN, April,,,,
STOP_TAKING_IN, April,,,,
STOPPED,December 12,,,,
STOPPED, January 26Th,,,,
STOPPED,December 12,,,,
STOPPED, January 26Th,,,,
STOPPED_AND_MAINTAINED, Weightloss,,,,
STOPPED_AND_MAINTAINED, Weightloss,,,,
STOPPED_CAUSING, Walking_Normal,,,,
STOPPED_CAUSING, Walking_Normal,,,,
STOPPED_CONSUMING, Sweetened Drinks,,,,
STOPPED_CONSUMING, Sweetened Drinks,,,,
STOPPED_FOR, Ozempic,,,,
STOPPED_FOR, Oz,,,,
STOPPED_FOR, Issues,,,,
STOPPED_FOR, Ozempic,,,,
STOPPED_FOR, Oz,,,,
STOPPED_FOR, Issues,,,,
STOPPED_IN, June,,,,
STOPPED_IN, June,,,,
STOPPED_TAKING, Oz 1Mg,,,,
STOPPED_TAKING, Ozempic,,,,
STOPPED_TAKING, Oz,,,,
STOPPED_TAKING, Oz 1Mg,,,,
STOPPED_TAKING, Ozempic,,,,
STOPPED_TAKING, Oz,,,,
STOPPED_USE, Ozempic,,,,
STOPPED_USE, Ozempic,,,,
STOPPED_USING, Ozempic,,,,
STOPPED_USING, Ozempic,,,,
STOPS_FOR, Health Reason,,,,
STOPS_FOR, Health Reason,,,,
STRUGGLES_WITH, Caloricdeficit,,,,
STRUGGLES_WITH, Caloricdeficit,,,,
STRUGGLING_WITH, Weight Loss,,,,
STRUGGLING_WITH, Weight Loss,,,,
SUBSTITUTE, Ozempic,,,,
SUBSTITUTE, Ozempic,,,,
SUBSTITUTED_BY, Rybelsus,,,,
SUBSTITUTED_BY, Rybelsus,,,,
SUBSTITUTES, Weight Loss,,,,
SUBSTITUTES, Weight Loss,,,,
SUFFERED, Constipation,,,,
SUFFERED, Constipation,,,,
SUFFERS_FROM, Anxiety,,,,
SUFFERS_FROM, Bloating,,,,
SUFFERS_FROM, Anxiety,,,,
SUFFERS_FROM, Bloating,,,,
SUGGESTED, Diet And Exercise,,,,
SUGGESTED, Diet And Exercise,,,,
SUGGESTED_ACTION, Rest,,,,
SUGGESTED_ACTION, Rest,,,,
SUGGESTED_BY, Doctor,,,,
SUGGESTED_BY, Doctor,,,,
SUGGESTED_CAUSE, Hernia,,,,
SUGGESTED_CAUSE, Hernia,,,,
SUGGESTS, Ozempic,,,,
SUGGESTS, Ozempic,,,,
SUGGESTS, Licensed Dietitian,,,,
SUGGESTS, Ozempic,,,,
SUGGESTS, Ozempic,,,,
SUGGESTS, Licensed Dietitian,,,,
SUPPLIES, Ozempic,,,,
SUPPLIES, Ozempic,,,,
SUPPLIES, Ozempic,,,,
SUPPLIES, Ozempic,,,,
SUPPLY_ISSUE, Ozempic,,,,
SUPPLY_ISSUE, Oz,,,,
SUPPLY_ISSUE, Ozempic,,,,
SUPPLY_ISSUE, Oz,,,,
SUPPORTS, Normal Bowel Function,,,,
SUPPORTS, Unsupportive Partner,,,,
SUPPORTS, Normal Bowel Function,,,,
SUPPORTS, Unsupportive Partner,,,,
SUPPOSED_TO_STOP, Ozempic,,,,
SUPPOSED_TO_STOP, Ozempic,,,,
SUSPENDED, Surgery,,,,
SUSPENDED, Surgery,,,,
SWITCH, O,,,,
SWITCH, O,,,,
SWITCH_TO, Ozempic,,,,
SWITCH_TO, Ozempic,,,,
SWITCHED_TO, Saxenda,,,,
SWITCHED_TO, Trulicity,,,,
SWITCHED_TO, Rybelsus,,,,
SWITCHED_TO, Ozempic,,,,
SWITCHED_TO, Rybelsus,,,,
SWITCHED_TO, Mounjaro,,,,
SWITCHED_TO, Saxenda,,,,
SWITCHED_TO, Ozempic,,,,
SWITCHED_TO, Wegovy,,,,
SWITCHED_TO, Saxenda,,,,
SWITCHED_TO, Trulicity,,,,
SWITCHED_TO, Rybelsus,,,,
SWITCHED_TO, Ozempic,,,,
SWITCHED_TO, Rybelsus,,,,
SWITCHED_TO, Mounjaro,,,,
SWITCHED_TO, Saxenda,,,,
SWITCHED_TO, Ozempic,,,,
SWITCHED_TO, Wegovy,,,,
TAKEN, Ozempic,,,,
TAKEN, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES, Metformin,,,,
TAKES, Medication,,,,
TAKES, Cyclizine,,,,
TAKES, Labetolol,,,,
TAKES, Vyvanse,,,,
TAKES, Ozempic,,,,
TAKES, Medication,,,,
TAKES, Victoza,,,,
TAKES, Ozempic,,,,
TAKES, Metformin,,,,
TAKES, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES, Metformin,,,,
TAKES, Medication,,,,
TAKES, Cyclizine,,,,
TAKES, Labetolol,,,,
TAKES, Vyvanse,,,,
TAKES, Ozempic,,,,
TAKES, Medication,,,,
TAKES, Victoza,,,,
TAKES, Ozempic,,,,
TAKES, Metformin,,,,
TAKES, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES, Ozempic,,,,
TAKES_MEDICATION, Metformin,,,,
TAKES_MEDICATION, Metformin,,,,
TAKING, Ozempic,,,,
TAKING, Ozempic,,,,
TALKED_TO, Weight,,,,
TALKED_TO, Weight,,,,
TAPERED_OFF, Ozempic,,,,
TAPERED_OFF, Ozempic,,,,
TARGET, 100 Lbs,,,,
TARGET, 100 Lbs,,,,
TARGET_WEIGHT,120,,,,
TARGET_WEIGHT,120,,,,
TARGETS, Non,,,,
TARGETS, 900 Calories,,,,
TARGETS, 1200 Calories,,,,
TARGETS, Non,,,,
TARGETS, 900 Calories,,,,
TARGETS, 1200 Calories,,,,
TEST_RESULT, Ozempic,,,,
TEST_RESULT, Ozempic,,,,
TEST_RESULT, Ozempic,,,,
TEST_RESULT, Ozempic,,,,
THOUGHT_TO_BE, Food Poisoning,,,,
THOUGHT_TO_BE, Food Poisoning,,,,
TIME_FRAME, Weight_Loss,,,,
TIME_FRAME, Weight_Loss,,,,
TIME_OFF, Restart,,,,
TIME_OFF, Restart,,,,
TIME_PERIOD, 30 Pounds,,,,
TIME_PERIOD, December,,,,
TIME_PERIOD, 30 Pounds,,,,
TIME_PERIOD, December,,,,
TIME_RELATIONSHIP, January,,,,
TIME_RELATIONSHIP, January,,,,
TIME_SINCE, Medications,,,,
TIME_SINCE, Medications,,,,
TIME_SINCE_LAST_INJECTION, 8Th Week,,,,
TIME_SINCE_LAST_INJECTION, 8Th Week,,,,
TIME_SINCE_LAST_WEIGHT_BELOW_300LBS, 20 Years,,,,
TIME_SINCE_LAST_WEIGHT_BELOW_300LBS, 20 Years,,,,
TITRATE_TO, 1.5 Dosage,,,,
TITRATE_TO, 1.5 Dosage,,,,
TITRATED_UP_TO,2,,,,
TITRATED_UP_TO,2,,,,
TO,199,,,,
TO,199,,,,
TO_LOSE, 19Lbs,,,,
TO_LOSE, 19Lbs,,,,
TOLERATE, Side Effects,,,,
TOLERATE, Side Effects,,,,
TOOK, Ozempic,,,,
TOOK, Break,,,,
TOOK, Zofran,,,,
TOOK, Ozempic,,,,
TOOK, Ozempic,,,,
TOOK, Ozempic,,,,
TOOK, Ozempic,,,,
TOOK, Break,,,,
TOOK, Zofran,,,,
TOOK, Ozempic,,,,
TOOK, Ozempic,,,,
TOOK, Ozempic,,,,
TOTAL_WEIGHT_LOSS, 28 Pounds,,,,
TOTAL_WEIGHT_LOSS, 28 Pounds,,,,
TOTAL_WEIGHT_LOST, 97Lbs,,,,
TOTAL_WEIGHT_LOST, 97Lbs,,,,
TRACKING, Progress,,,,
TRACKING, Progress,,,,
TRACKS, Bsl,,,,
TRACKS, Heart Palpitations,,,,
TRACKS, Bsl,,,,
TRACKS, Heart Palpitations,,,,
TRANSITIONED_TO, Normal,,,,
TRANSITIONED_TO, Normal,,,,
TRANSPORTED_TO, A & E,,,,
TRANSPORTED_TO, A & E,,,,
TRAVELLED_TO, Nuevo Progresso,,,,
TRAVELLED_TO, Nuevo Progresso,,,,
TREATED, Weight Loss,,,,
TREATED, Insulin Resistance,,,,
TREATED, Patient,,,,
TREATED, Nausea,,,,
TREATED, Nausea,,,,
TREATED, Dehydration,,,,
TREATED, Dehydration,,,,
TREATED, Tsh,,,,
TREATED, Weight Loss,,,,
TREATED, Insulin Resistance,,,,
TREATED, Patient,,,,
TREATED, Nausea,,,,
TREATED, Nausea,,,,
TREATED, Dehydration,,,,
TREATED, Dehydration,,,,
TREATED, Tsh,,,,
TREATED_AT, Nausea,,,,
TREATED_AT, Stomach Pains,,,,
TREATED_AT, Acid Reflux,,,,
TREATED_AT, Nausea,,,,
TREATED_AT, Stomach Pains,,,,
TREATED_AT, Acid Reflux,,,,
TREATED_BY, Type 2 Diabetes,,,,
TREATED_BY, Nausea Meds,,,,
TREATED_BY, Smaller Meals,,,,
TREATED_BY, Water,,,,
TREATED_BY, Zofran,,,,
TREATED_BY, Metformin,,,,
TREATED_BY, Vitamins,,,,
TREATED_BY, Inositol,,,,
TREATED_BY, Insulin,,,,
TREATED_BY, Laxative,,,,
TREATED_BY, Stoolsoftener,,,,
TREATED_BY, Nausea,,,,
TREATED_BY, Medication,,,,
TREATED_BY, Type 2 Diabetes,,,,
TREATED_BY, Nausea Meds,,,,
TREATED_BY, Smaller Meals,,,,
TREATED_BY, Water,,,,
TREATED_BY, Zofran,,,,
TREATED_BY, Metformin,,,,
TREATED_BY, Vitamins,,,,
TREATED_BY, Inositol,,,,
TREATED_BY, Insulin,,,,
TREATED_BY, Laxative,,,,
TREATED_BY, Stoolsoftener,,,,
TREATED_BY, Nausea,,,,
TREATED_BY, Medication,,,,
TREATED_FOR, Pcos,,,,
TREATED_FOR, Insulin Resistance,,,,
TREATED_FOR, Prediabetes,,,,
TREATED_FOR, Stomach Cramps,,,,
TREATED_FOR, Nausea,,,,
TREATED_FOR, Kidney Stones,,,,
TREATED_FOR, Weight Gain,,,,
